"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Tamarack Summit","TMR	","California","Cooperator Snow Sensors","Fresno","7550","37.165","-119.2","180400060903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3","100","217","100","162","93","4","5","4","5","0.5","68","13","27",,"1.3","0.6","1.3","0.8","0","5.9","2019, 2023, 2024, more","2004","39"
"Taos Powderhorn","1168	","New Mexico","SNOTEL","Taos","11030","36.58195","-105.45617","130201010701	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.7","24","33","27","35","100","3","4","3","4","-1.3","27","12","5",,"2.9","2.1","2.6","2","0.4","5.7","2016, 2023","2011, 2013","16"
"Taos Pueblo","1307	","New Mexico","SNOTEL","Colfax","10990","36.54099","-105.35944","130201010602	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4",,,"40","57","80",,,"3","3","-0.3","25","4","2","2nd Lowest",,,"1","0.7","0","2.5","2021","2024","5"
"Taylor Butte","810	","Oregon","SNOTEL","Klamath","5030","42.69108","-121.42592","180102020606	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","17","33","20","33","33","1","1","1","1","-0.2","38","30","17",,"0.6","0.3","0.5","0.3","0","3.1","2019, 2021, 2023, more","2005","48"
"Taylor Canyon","811	","Nevada","SNOTEL","Elko","6320","41.2287","-116.0293","170501050105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0",,"0",,,"0","0","0","0","0","62","18","1","Lowest","0.2","0","0.2","0","0","1.6","2023, 2024, 2025, more","1994","46"
"Taylor Green","812	","Oregon","SNOTEL","Baker","5730","45.07707","-117.55067","170601040502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.2","22","37","1","Lowest","1.3","1.2","1.5","1.2","0","4.9","2016, 2019, 2025, more","1994, 2024","47"
"Telaquana Lake","1266	","Alaska","SNOTEL","Bethel","1250","60.98347","-153.91866","190304052303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.9",,,"75","75","100",,,"15","14","-0.3","45","7","6",,,,"1.2","1.2","0","2.6","2014, 2016, 2019","2020, 2023","12"
"Temple Fork","1013	","Utah","SNOTEL","Cache","7420","41.793","-111.54605","160102030303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1","56","48","53","53","100","6","6","6","6","-0.9","29","18","7",,"1.8","2.1","1.9","1.9","0","4.3","2001, 2007","2022","25"
"Tenaya Lake","TNY	","California","Cooperator Snow Sensors","Mariposa","8190","37.838","-119.448","180400080107	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"1.8","1.2","1.8","1.4","0","7","2017, 2018, 2019, more","2004","22"
"Tenquille Lake","1D06P	","British Columbia","Cooperator Snow Sensors","	","5476","50.53333","-122.91667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","7.9","104","120","103","110","100","18","19","18","19","0.7","60","11","16",,"7.6","6.6","7.7","7.2","2.9","19.1","2014","2009","26"
"Tepee Creek","813	","Montana","SNOTEL","Madison","7950","44.78562","-111.71","100200070602	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","27","30","27","29","50","4","4","4","4","-1.5","6","52","3",,"2.2","2","2.2","2.1","0","4.6","2016","1991","55"
"Teuchet Creek","951	","Alaska","SNOTEL","Fairbanks North Star","1560","64.94763","-145.52079","190803060301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.2","75","80","75","86","100","25","25","24","25","-0.2","37","28","14",,"1.6","1.5","1.6","1.4","0.4","3.6","2016","1992","44"
"Thaynes Canyon","814	","Utah","SNOTEL","Summit","9250","40.6235","-111.53322","160201020101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","13","14","14","15","40","2","2","2","2","-2.3","5","36","3",,"3.1","2.9","2.9","2.7","0.1","10.6","1999, 2016","2004","38"
"Thistle Flat","1226	","Utah","SNOTEL","Sanpete","8790","39.23803","-111.51998","160300040501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0",,,"0","0","0",,,"0","0","-0.8","31","10","1","Lowest",,,"1","0.8","0","2.9","2019, 2021, 2025, more","2022","14"
"Three Creeks Meadow","815	","Oregon","SNOTEL","Deschutes","5680","44.14425","-121.64095","170703010601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","8","11","7","10","14","1","1","1","1","-0.9","20","37","8",,"1.2","0.9","1.5","1","0","9.8","2018, 2019, 2021, more","1984","46"
"Three Isle Lake","05BF824	","Alberta","Cooperator Snow Sensors","	","7087","50.63139","-115.27944","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,"4","4","4","4","2024","2024","1"
"Thumb Divide","816	","Wyoming","SNOTEL","Teton","7970","44.36917","-110.57717","100700010409	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.8","78","86","78","86","100","10","10","10","10","-0.3","34","26","14",,"2.3","2.1","2.3","2.1","0","6","1999","1996","39"
"Thunder Basin","817	","Washington","SNOTEL","Skagit","4310","48.52753","-120.9895","171100050702	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.8","80","93","76","78","70","9","9","9","9","-0.8","35","25","14",,"3.5","3","3.7","3.6","0.1","8.8","2014","2009","38"
"Tie Creek","818	","Wyoming","SNOTEL","Sheridan","7050","44.81243","-107.41017","100901010205	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.8","26","24","1","Lowest","0.8","0.8","0.8","0.8","0","2.2","2021, 2023, 2025, more","2019","32"
"Timber Creek","819	","Wyoming","SNOTEL","Park","7910","44.0274","-109.17879","100800090210	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","8","10","8","10","17","2","2","2","2","-0.9","11","35","3",,"1.3","1","1.3","1","0","3.9","1999, 2006","1994","39"
"Timberline","1097	","Utah","SNOTEL","Carbon","8720","39.67712","-110.43395","140600070903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3","260","650","217","325","100","12","15","12","15","0.9","83","4","16",,"0.5","0.2","0.6","0.4","0","1.6","2016, 2018, 2021, more","2015","19"
"Timpanogos Divide","820	","Utah","SNOTEL","Utah","8180","40.42817","-111.61633","160202010802	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.4","15","41","1","Lowest","1.9","1.4","2","1.4","0","7.1","2007, 2019, 2025, more","1984","48"
"Tinkham Creek","899	","Washington","SNOTEL","King","3000","47.33198","-121.46975","171100120101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.9","31","23","1","Lowest","1.6","0.8","1.6","0.9","0","7.1","2018, 2019, 2025, more","1994","33"
"Tioga Pass Entry Station","TES	","California","Cooperator Snow Sensors","Tuolumne","9930","37.911","-119.257","180901010401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,,,,,,,"0"
"Tipton","821	","Oregon","SNOTEL","Baker","5150","44.65567","-118.42617","170502020101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0",,"0","0","0","0","-0.6","36","30","1","Lowest","0.7","0.5","1","0.6","0","4.2","2021, 2023, 2025, more","2024","46"
"Tizer Basin","893	","Montana","SNOTEL","Jefferson","6880","46.34937","-111.85308","100301010701	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.9","0","38","1","Lowest","2.1","2","1.8","1.9","0","3.7","2025","2006","38"
"Toe Jam","1136	","Nevada","SNOTEL","Elko","7700","41.3187","-116.3408","160401060202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.2","25","13","1","Lowest","1.2","1.2","1.4","1.2","0","3.2","2019, 2021, 2025, more","2015, 2022","17"
"Togwotee Pass","822	","Wyoming","SNOTEL","Teton","9590","43.74902","-110.0578","100800010201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.4","67","68","65","68","100","12","13","12","13","-1.6","18","38","7",,"5.1","5","5.2","5","0.1","9.9","1999","2017","46"
"Tok","2080	","Alaska","SNOTEL","Southeast Fairbanks","1640","63.32529","-143.03834","190803020903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.6",,,"114","133","100",,,"39","44","0.4","67","3","5",,,,"1.4","1.2","0.7","2.1","2017","2022","7"
"Toketee Airstrip","1044	","Oregon","SNOTEL","Douglas","3240","43.22718","-122.42537","171003010404	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0",,"0",,,"0","0","0","0","0","64","9","1","Lowest","0.2","0","0.2","0","0","1.1","2021, 2023, 2025, more","2024","23"
"Tokositna Valley","1089	","Alaska","SNOTEL","Matanuska-Susitna","840","62.62918","-150.7741","190205020903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1","36","38","36","33","83","7","7","6","6","-2","17","16","4",,"2.8","2.6","2.8","3","0.3","6.5","2014","2019","19"
"Tolby","934	","New Mexico","SNOTEL","Colfax","10210","36.47498","-105.19534","110800020107	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","20","33","22","50","100","3","2","3","2","-0.2","41","17","10",,"1","0.6","0.9","0.4","0","3.2","2016, 2017, 2021, more","2024","28"
"Tony Grove Lake","823	","Utah","SNOTEL","Cache","8450","41.89833","-111.62957","160102030304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.6","42","41","42","47","100","4","4","4","4","-1.8","21","38","9",,"3.8","3.9","3.8","3.4","0","10.4","1999","1984","48"
"Tony Grove RS","1113	","Utah","SNOTEL","Cache","6320","41.88573","-111.56918","160102030304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","14","33","12","25","50","1","1","1","1","-0.3","25","13","5",,"0.7","0.3","0.8","0.4","0","2.7","2016, 2019, 2021, more","2011","17"
"Touchet","824	","Washington","SNOTEL","Columbia","5520","46.11868","-117.8505","170701020303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.7","7","43","1","Lowest","2.6","2.6","2.9","2.7","0","10.5","2001, 2008, 2025, more","1984","46"
"Tower","825	","Colorado","SNOTEL","Routt","10610","40.5374","-106.67655","140500010407	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.7","23","21","22","22","94","3","3","3","3","-6.1","2","46","2","2nd Lowest","7.5","8","7.9","7.8","0.7","18.6","2016","1986","47"
"Townsend Creek","826	","Wyoming","SNOTEL","Fremont","8720","42.69525","-108.89572","100800030203	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","22","22","22","22","100","4","4","4","4","-1.4","9","42","4",,"1.8","1.8","1.8","1.8","0","4.9","2001, 2007","1986","46"
"Trapper Lake","827	","Colorado","SNOTEL","Garfield","9750","39.99881","-107.23618","140500050101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5",,,"19","21","83",,,"3","3","-1.9","6","38","4",,,,"2.6","2.4","0.3","6.2","2007, 2016","1985","41"
"Tres Ritos","1083	","New Mexico","SNOTEL","Taos","8740","36.1279","-105.52706","130201010903	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","100",,"100",,"100","6","6","6","6","0.2","74","6","13",,"0.2","0","0.2","0","0","1.3","2020, 2021, 2023, more","2014","20"
"Trial Lake","828	","Utah","SNOTEL","Summit","9970","40.678","-110.94873","160202030102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3","39","39","37","41","100","5","5","5","5","-1.9","9","44","5",,"3.3","3.3","3.5","3.2","0.2","8.9","2016","1985","48"
"Trinchera","829	","Colorado","SNOTEL","Costilla","10850","37.35296","-105.23259","130100020601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.5","28","28","29","28","100","5","4","5","5","-1.3","28","27","8",,"1.8","1.8","1.7","1.8","0","4.5","1999, 2007, 2021, more","1991","37"
"Trinity","1171	","Washington","SNOTEL","Chelan","2900","48.07471","-120.84989","170200110302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.8","13","14","1","Lowest","1.8","1.3","2.3","1.8","0","6.9","2018, 2019, 2025","2020","16"
"Trinity Mtn.","830	","Idaho","SNOTEL","Elmore","7790","43.62903","-115.43818","170501110703	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.9","93","95","83","87","93","10","10","10","10","-0.6","38","29","18",,"4.2","4.1","4.7","4.5","0","11.5","1993","1984","46"
"Triple Peak","831	","Wyoming","SNOTEL","Sublette","8520","42.76393","-110.5914","140401010503	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.8","78","78","76","80","97","11","11","11","12","-0.7","28","30","11",,"3.6","3.6","3.7","3.5","0.8","8.2","1999","1995","41"
"Trough","832	","Washington","SNOTEL","Kittitas","5480","47.23328","-120.29412","170200100402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","19","39","1","Lowest","1.2","0.9","1.4","1.1","0","4.5","2018, 2019, 2025, more","1994","48"
"Trout Creek","833	","Utah","SNOTEL","Uintah","9440","40.739","-109.6728","140600100802	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.7","50","54","44","54","100","6","6","6","6","-0.6","21","38","10",,"1.4","1.3","1.6","1.3","0","6.1","2001, 2007, 2021, more","2004","48"
"Trout Creek West","2F01AP	","British Columbia","Cooperator Snow Sensors","	","4659","49.74017","-120.1891","170200060904	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.7",,,"44","41","54",,,"7","6","-1","0","6","1","Lowest",,,"1.6","1.7","0.7","2.3","2025","2022","6"
"Truckee #2","834	","California","SNOTEL","Placer","6500","39.30087","-120.18407","160501020204	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","12","100","11","33","100","1","1","1","1","-0.2","44","26","21",,"0.8","0.1","0.9","0.3","0","3.7","2018, 2019, 2021, more","2004","46"
"Tsai Creek","4B17P	","British Columbia","Cooperator Snow Sensors","	","4491","54.63333","-127.66667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","11.6","114","123","120","133","99","22","24","23","24","2.9","75","8","22",,"10.2","9.4","9.7","8.7","3.2","25.7","2013","2001","29"
"Tunnel Guard Station","TUN	","California","Cooperator Snow Sensors","Tulare","8900","36.367","-118.288","180300020101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"0.7","0.3","0.8","0.4","0","3.6","2021, 2023, 2024, more","1996","34"
"Tuolumne Meadows","TUM	","California","Cooperator Snow Sensors","Tuolumne","8600","37.873","-119.35","180400090101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"1.5","1.6","1.9","1.6","0","7.2","2016, 2018, 2019, more","1982","38"
"Turnagain Pass","954	","Alaska","SNOTEL","Kenai Peninsula","1860","60.78043","-149.18325","190203020406	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","6.9","144","164","138","157","99","17","18","17","18","2.5","65","16","29",,"4.8","4.2","5","4.4","0.5","12.4","2003","2021","44"
"Twelvemile Creek","835	","Montana","SNOTEL","Ravalli","5530","46.14287","-114.44755","170102050601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","6","8","6","8","17","1","1","1","1","-1.1","9","54","4",,"1.6","1.2","1.6","1.2","0","4.5","1976, 1981, 2008","1973","59"
"Twin Lakes","07BB814	","Alberta","Cooperator Snow Sensors","	","2149","54.05889","-114.79472","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,,,,,,,,,"0"
"Twin Lakes","836	","Montana","SNOTEL","Ravalli","6390","46.1438","-114.5056","170102050601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","4","4","4","4","11","0","0","0","0","-4.4","0","59","1","Lowest","4.7","4.6","4.6","4.6","0.2","9.3","2025","1984","59"
"Two Ocean Plateau","837	","Wyoming","SNOTEL","Teton","9240","44.15178","-110.22122","170401010201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","5.7","86","90","86","89","100","16","16","17","17","-0.7","40","28","19",,"6.6","6.3","6.6","6.4","0.5","14.4","1999","2017","46"
"University Camp","838	","Colorado","SNOTEL","Boulder","10330","40.03307","-105.57562","101900050401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","8","8","8","9","40","1","1","1","1","-2.1","0","47","1","Lowest","2.6","2.6","2.5","2.3","0.2","5.5","2025","1993","47"
"Upper Burnt Corral","UBC	","California","Cooperator Snow Sensors","Fresno","9650","37.183","-118.937","180300100603	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","4.5","150","155","145","150","98","12","14","12","15","1.5","74","10","27",,"3","2.9","3.1","3","0","10.2","2013, 2019, 2023, more","2004","36"
"Upper Chena","952	","Alaska","SNOTEL","Fairbanks North Star","2790","65.09852","-144.93318","190803060102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.5","146","175","140","159","97","46","47","45","47","1.3","78","7","22",,"2.4","2","2.5","2.2","0.3","6.3","1995","1992","28"
"Upper Joes Valley","1227	","Utah","SNOTEL","Emery","8600","39.4155","-111.2491","140600090201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3",,,"60","75","100",,,"3","3","-0.1","38","9","6",,,,"0.5","0.4","0","1.4","2019, 2021, 2023, more","2022","14"
"Upper Nome Creek","1090	","Alaska","SNOTEL","Yukon-Koyukuk","2500","65.3671","-146.592","190804020304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.5",,,"52","68","100",,,"17","18","-0.7","0","6","1","Lowest",,,"2.9","2.2","1.5","5.2","2025","2024","6"
"Upper Rio Grande","839	","Colorado","SNOTEL","Hinsdale","9370","37.72172","-107.25971","130100010106	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","40","67","40","67","100","6","6","6","6","-0.2","44","23","18",,"1","0.6","1","0.6","0","4","2008, 2017, 2018, more","1996","40"
"Upper San Juan","840	","Colorado","SNOTEL","Mineral","10140","37.48563","-106.83528","140801010203	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3","30","45","30","41","100","4","4","4","4","-1.9","28","35","14",,"4.3","2.9","4.4","3.2","0","16.1","1999, 2001, 2007, more","1986","48"
"Upper Taylor","1141	","Colorado","SNOTEL","Gunnison","10710","38.99071","-106.74504","140200010101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","43","38","43","38","30","4","4","4","4","-1","25","13","4",,"1.4","1.6","1.4","1.6","0.2","2.5","2016","2011","17"
"Upper Tsaina River","1055	","Alaska","SNOTEL","Valdez-Cordova","1730","61.19112","-145.64807","190201040203	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","3.3","100","114","94","110","100","16","16","15","15","0.3","55","11","13",,"3.3","2.9","3.5","3","0.7","7.5","2017","2005","23"
"Upper Tyndall Creek","UTY	","California","Cooperator Snow Sensors","Tulare","11430","36.65","-118.397","180300010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"1.1","0.8","1.4","1","0","5","2019, 2020, 2024, more","1972, 1982","46"
"Upper Wheeler","841	","Washington","SNOTEL","Chelan","4330","47.28734","-120.37015","170200100310	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.7","27","33","1","Lowest","0.8","0.4","1","0.7","0","5.1","2018, 2019, 2025, more","1985","45"
